,number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_gamma,params_kernel,state
85,85,0.6851207889819121,2023-04-11 15:23:41.050702,2023-04-11 15:23:44.364985,0 days 00:00:03.314283,4.9872132291565485,5.829548646263849,0.0015784372855575527,sigmoid,COMPLETE
86,86,0.6985947846035151,2023-04-11 15:23:44.366983,2023-04-11 15:23:47.510218,0 days 00:00:03.143235,21.20545474118789,6.848060381945997,0.0005495248583672366,sigmoid,COMPLETE
87,87,0.6895499033747257,2023-04-11 15:23:47.511220,2023-04-11 15:23:49.991148,0 days 00:00:02.479928,35.22107512053336,3.501080280005136,0.002470642997533494,sigmoid,COMPLETE
88,88,0.7017159504408366,2023-04-11 15:23:49.993148,2023-04-11 15:23:53.519434,0 days 00:00:03.526286,13.405658375874767,5.087119704406464,0.00020225228554313825,sigmoid,COMPLETE
89,89,0.6876355146850333,2023-04-11 15:23:53.521432,2023-04-11 15:23:58.120337,0 days 00:00:04.598905,16.610351962428247,6.241510013504877,0.00021543199622547853,rbf,COMPLETE
90,90,0.6503415566530704,2023-04-11 15:23:58.122334,2023-04-11 15:24:01.767625,0 days 00:00:03.645291,13.350569110515355,5.302059898140231,5.8923521680117614e-05,sigmoid,COMPLETE
91,91,0.6752118055742587,2023-04-11 15:24:01.768625,2023-04-11 15:24:05.073890,0 days 00:00:03.305265,8.271794655025767,5.11226872945636,0.0003644282826498743,sigmoid,COMPLETE
92,92,0.6977166566658466,2023-04-11 15:24:05.075892,2023-04-11 15:24:07.926123,0 days 00:00:02.850231,47.33315808039829,4.393858636896735,0.0008764160589616729,sigmoid,COMPLETE
93,93,0.5125287493303083,2023-04-11 15:24:07.928120,2023-04-11 15:24:11.535409,0 days 00:00:03.607289,3.8889435515227215,5.710760624726048,9.49643370386587e-05,sigmoid,COMPLETE
94,94,0.7005652378962249,2023-04-11 15:24:11.537410,2023-04-11 15:24:14.435201,0 days 00:00:02.897791,26.13392952631471,4.851185696273835,0.001430551490848189,sigmoid,COMPLETE
95,95,0.6032477996678283,2023-04-11 15:24:14.439200,2023-04-11 15:24:17.712461,0 days 00:00:03.273261,11.51045784863086,3.9962272482086942,0.0001717635288637507,sigmoid,COMPLETE
96,96,0.6766569653684534,2023-04-11 15:24:17.715462,2023-04-11 15:24:20.685608,0 days 00:00:02.970146,45.80767209320524,6.309998630204403,0.004758055800859466,poly,COMPLETE
97,97,0.6958578467864683,2023-04-11 15:24:20.689611,2023-04-11 15:24:24.330901,0 days 00:00:03.641290,5.1506859223944765,5.682706430015446,0.0005004323797391752,sigmoid,COMPLETE
98,98,0.6895034021001141,2023-04-11 15:24:24.334900,2023-04-11 15:24:27.913953,0 days 00:00:03.579053,22.046499206643908,5.124180973946849,0.0002758887473376187,sigmoid,COMPLETE
99,99,0.712031624691088,2023-04-11 15:24:27.915955,2023-04-11 15:24:31.339713,0 days 00:00:03.423758,7.26121940530595,4.5297150931595995,0.0008314455235198938,sigmoid,COMPLETE
